"query.text","query.parsed.housenumber","query.parsed.street","query.parsed.postcode","query.parsed.city","query.parsed.state","query.parsed.expected_type","datasource.sourcename","datasource.attribution","datasource.license","datasource.url","country","country_code","state","county","city","hamlet","postcode","street","housenumber","lon","lat","state_code","district","result_type","formatted","address_line1","address_line2","category","timezone.name","timezone.offset_STD","timezone.offset_STD_seconds","timezone.offset_DST","timezone.offset_DST_seconds","timezone.abbreviation_STD","timezone.abbreviation_DST","plus_code","plus_code_short","rank.importance","rank.popularity","rank.confidence","rank.confidence_city_level","rank.confidence_street_level","rank.match_type","place_id","distance","name","suburb","municipality","village","query.parsed.unit","ref","query.parsed.country","quarter","query.parsed.county"
"117 E Main ST, Owosso, MI 48867","117","e main st","48867","owosso","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Shiawassee County","Owosso","","48867","East Main Street","117","-84.1697053877551","42.99758626530612","MI","","building","117 East Main Street, Owosso, MI 48867, United States of America","117 East Main Street","Owosso, MI 48867, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86JQXRXJ+24","XJ+24 Owosso, Shiawassee County, United States","-0.74","1.8816849938297606","1","1","1","full_match","513e97fc73dc0a55c059db3620e8b07f4540f00102f90182f3654700000000c00203","","","","","","","","","",""
"1952 W Houghton Lake DR, Suite A, Prudenville, MI 48651","1952","w houghton lake dr","48651","prudenville","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Roscommon County","Prudenville","","48651","West Houghton Lake Drive","1952","-84.67433628637002","44.29856346397061","MI","","building","1952 West Houghton Lake Drive, Prudenville, MI 48651, United States of America","1952 West Houghton Lake Drive","Prudenville, MI 48651, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86PQ78XG+C7","78XG+C7 Prudenville, Roscommon County, United States","-0.6399999999999999","1.1691336425826726","1","1","1","full_match","51c81d6253282b55c05962c4dc5337264640f00102f9010d0c120100000000c00203","","","","Denton Township","","suite a","","","",""
"200 E GENESEE ST, Unit 1&2, Lapeer, MI 48446","200","e genesee st","48446","lapeer","mi","building","mixed","","","","United States","us","Michigan","Lapeer County","Lapeer","","48446","East Genesee Street","200","-83.3032702","43.0509175","MI","Lapeer","building","200 East Genesee Street, Lapeer, MI 48446, United States of America","200 East Genesee Street","Lapeer, MI 48446, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86MR3M2W+9M","3M2W+9M Lapeer, Lapeer County, United States","","2.019097049929731","1","1","1","full_match","517db669c768d354c059a4a5f27684864540c00203e2031f6d697865643a616464726573733a706f6c796c696e653a3238393437333735","","","","","","","","","",""
"3054 EAST HOLLAND RD, BUENA VISTA, MI 48601","3054","east holland rd","48601","buena vista","mi","building","mixed","","","","United States","us","Michigan","Saginaw County","Buena Vista Charter Township","","48601","East Holland Road","3054","-83.9049502","43.4149197","MI","Buena Vista","building","3054 East Holland Road, Buena Vista Charter Township, MI 48601, United States of America","3054 East Holland Road","Buena Vista Charter Township, MI 48601, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86MRC37W+X2","","","1.626836384292555","1","1","1","full_match","518e603eb4eaf954c059aafbb6161cb54540c00203e2031f6d697865643a616464726573733a706f6c796c696e653a3131323239393739","","","","","","","","","",""
"3394 S Fort ST, Detroit, MI 48217","3394","s fort st","48217","detroit","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Wayne County","Detroit","","48218","South Fort Street","","-83.1435845","42.2900299","MI","Oakwood Heights","street","South Fort Street, Detroit, MI 48218, United States of America","South Fort Street","Detroit, MI 48218, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86JR7VR4+2H","7VR4+2H Detroit, Wayne County, United States","0.40001","4.146854855577982","0.5","1","1","match_by_street","519aed0a7d30c954c0595bae23b31f254540f00102f901fd017f0200000000c00204920311536f75746820466f727420537472656574","","South Fort Street","","","","","M 85","","",""
"26829 Lawrence AVE, Center Line, MI 48015","26829","lawrence ave","48015","center line","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Macomb County","Center Line","","48015","Lawrence Avenue","26829","-83.03272379116466","42.49008934136546","MI","","building","26829 Lawrence Avenue, Center Line, MI 48015, United States of America","26829 Lawrence Avenue","Center Line, MI 48015, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86JRFXR8+2W","R8+2W Center Line, Macomb County, United States","-0.8399999999999999","4.071761181510113","1","1","1","full_match","519d36872518c254c05934a45e3fbb3e4540f00102f90118bbce2c00000000c00203","","","","","","","","","",""
"3510 E Mall SE DR, Grand Rapids, MI 49546","3510","e mall se dr","49546","grand rapids","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Kent County","Grand Rapids","","","","","-85.6678639","42.9632425","MI","","city","Grand Rapids, MI, United States of America","Grand Rapids, MI","United States of America","administrative","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86JPX87J+7V","+7V Grand Rapids, Kent County, United States","0.8650687577445132","5.050830102543128","0.25","1","","match_by_city_or_disrict","51752b3a48be6a55c05903cfbd874b7b4540f00101f9012c0d020000000000c00208","0","","","","","","","","",""
"3340 E. 8 Mile RD, Detroit, MI 48234","3340","e. 8 mile rd","48234","detroit","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Wayne County","Detroit","","48234","East 8 Mile Road","3340","-83.070251","42.447102","MI","Butler","building","3340 East 8 Mile Road, Detroit, MI 48234, United States of America","3340 East 8 Mile Road","Detroit, MI 48234, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86JRCWWH+RV","CWWH+RV Detroit, Wayne County, United States","-0.6399999999999999","4.220341937240354","1","1","1","full_match","51b9e00cfe7ec454c059f4fc69a33a394540f00102f901f89ed22800000000c00203","","","","","","","","","",""
"514 Munson AVE, Traverse City, MI 49686","514","munson ave","49686","traverse city","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Grand Traverse County","Traverse City","","49686","Munson Avenue","514","-85.57858031003326","44.75827983167296","MI","","building","514 Munson Avenue, Traverse City, MI 49686, United States of America","514 Munson Avenue","Traverse City, MI 49686, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86PPQC5C+8H","QC5C+8H Traverse City, Grand Traverse County, United States","-0.8399999999999999","1.4514030900071715","1","1","1","full_match","51f46cb575076555c059392043500f614640f00102f901e208e63600000000c00203","","","","","","","","","",""
"80 Ecorse RD, Ypsilanti, MI 48198","80","ecorse rd","48198","ypsilanti","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Washtenaw County","Ypsilanti","","48198","Ecorse Road","80","-83.597623","42.240148","MI","Prospect Park","building","80 Ecorse Road, Ypsilanti, MI 48198, United States of America","80 Ecorse Road","Ypsilanti, MI 48198, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86JR6CR2+3X","6CR2+3X Ypsilanti, Washtenaw County, United States","-0.8399999999999999","3.322914026350224","1","1","1","full_match","5198158a743fe654c05993196f2bbd1e4540f00102f901a539e31e00000000c00203","","","","","","","","","",""
"811 North Main ST, Ann Arbor, MI 48104","811","north main st","48104","ann arbor","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Washtenaw County","Ann Arbor","","48104","North Main Street","811","-83.74742142857143","42.28863812244898","MI","Old Fourth Ward","building","811 North Main Street, Ann Arbor, MI 48104, United States of America","811 North Main Street","Ann Arbor, MI 48104, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86JR77Q3+F2","Q3+F2 Ann Arbor, Washtenaw County, United States","-0.74","3.9429180424668413","1","1","1","full_match","51cf02b0c0d5ef54c0590b261018f2244540f00102f901ce31c81700000000c00203","","","","","","","","","",""
"606 3rd ST, Bay City, MI 48708","606","3rd st","48708","bay city","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Bay County","Bay City","","48708","3rd Street","606","-83.8838794489796","43.600710020408165","MI","","building","606 3rd Street, Bay City, MI 48708, United States of America","606 3rd Street","Bay City, MI 48708, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86MRJ428+7C","28+7C, 48708 Bay City, United States","-0.8399999999999999","1.8465104140500075","1","1","1","full_match","5154be1b7b91f854c0592b04e210e4cc4540f00102f9013ff90c0400000000c00203","","","","","","","","","",""
"2240 Glade ST, Suite A, Muskegon Heights, MI 49444","2240","glade st","49444","muskegon heights","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Muskegon County","Muskegon","","49444","Glade Street","2240","-86.25935454541514","43.21176773401163","MI","","building","2240 Glade Street, Muskegon, MI 49444, United States of America","2240 Glade Street","Muskegon, MI 49444, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86MM6P6R+P7","6P6R+P7 Muskegon, Muskegon County, United States","-0.8399999999999999","1.5909372053919113","1","1","1","full_match","5120a8ce43999055c059c8f681341b9b4540f00102f9017f56110100000000c00203","","","","","","suite a","","","",""
"14501 Mack Avenue ST, Detroit, MI 48215","14501","mack avenue st","48215","detroit","mi","building","openaddresses","© OpenAddresses contributors","BSD-3-Clause License","","United States","us","Michigan","Wayne County","Detroit","","48215","Mack","14501","-82.951844","42.386875","MI","Detroit","building","14501 Mack, Detroit, MI 48215, United States of America","14501 Mack","Detroit, MI 48215, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86JV92PX+Q7","92PX+Q7 Detroit, Wayne County, United States","","3.9955716568840804","0.81","1","0.81","full_match","5134b91803ebbc54c059ec51b81e85314540c00203e203476f70656e6164647265737365733a616464726573733a75732f6d692f7761796e652d6164647265737365732d636f756e74792e6373763a38303164353339323031303135373831","","","Chalmers Heights","","","","","","",""
"6974 N. Old 27, #74, Frederic, MI 49733","6974","n. old 27","49733","frederic","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Crawford County","Frederic","","49733","North Old US-27","","-84.754333","44.778949","MI","Frederic Township","street","North Old US-27, Frederic, MI 49733, United States of America","North Old US-27","Frederic, MI 49733, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86PQQ6HW+H7","","","1.1772143369581678","0.315","1","0.63","match_by_street","51ca52ebfd463055c0593e20d099b4634640c00204e203266f70656e7374726565746d61703a7374726565743a706f6c796c696e653a3238383030333632","","","","","","","","","",""
"3152 Packard ST, Ann Arbor, MI 48108","3152","packard st","48108","ann arbor","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Washtenaw County","Ann Arbor","","48108","Packard Street","","-83.7207151","42.248611","MI","","street","Packard Street, Ann Arbor, MI 48108, United States of America","Packard Street","Ann Arbor, MI 48108, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86JR67XH+CP","67XH+CP Ann Arbor, Washtenaw County, United States","0.41001","3.421338543564167","0.5","1","1","match_by_street","51f00e3a3220ee54c0598236397cd21f4540f00102f901e9900a1700000000c0020492030e5061636b61726420537472656574","","Packard Street","","","","","","","",""
"221 Mill ST, Suite B, Brooklyn, MI 49230","221","mill st","49230","brooklyn","mi","building","openstreetmap","© OpenStreetMap contributors","Open Database License","https://www.openstreetmap.org/copyright","United States","us","Michigan","Jackson County","Brooklyn","","49230","Mill Street","221","-84.24553034693878","42.109930224489794","MI","","building","221 Mill Street, Brooklyn, MI 49230, United States of America","221 Mill Street","Brooklyn, MI 49230, United States of America","","America/Detroit","-05:00","-18000","-04:00","-14400","EST","EDT","86JQ4Q53+XQ","53+XQ, 49230 Brooklyn, United States","-0.8399999999999999","1.944169751297159","1","1","1","full_match","51c491eac4b60f55c05947838f31120e4540f00102f90118ac851e00000000c00203","","","","Columbia Township","","suite b","","","",""
